The current server timezone is: Europe/Berlin, file created at: 01/04/2019 11:13:35 am
No. of visitors
128
----IP hash, ID, Start-time, %CPU, Memory(total, used, free, shared,buffers,cached), MPD-Status, MPD-End-time, End-time----
#1:f528764d624db129b32c21fbca0cb8d6, #2:id272427010, #3:01/28/2019 10:21:11 am, #4:0.52, #5:7863868,4579540,682604,104648,2601724,2776524, #6:200 OK, #7:01/28/2019 10:21:12 am, #8:01/28/2019 10:21:22 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id777879499, #3:01/28/2019 10:21:37 am, #4:0.7, #5:7863868,4582188,674012,104648,2607668,2773876, #6:200 OK, #7:01/28/2019 10:21:38 am, #8:01/28/2019 10:21:49 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id1806295000, #3:01/28/2019 10:30:28 am, #4:0.11, #5:7863868,4639508,606808,94208,2617552,2727036, #6:200 OK, #7:01/28/2019 10:30:29 am, #8:01/28/2019 10:30:39 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id99994283, #3:01/28/2019 10:30:52 am, #4:0.98, #5:7863868,4641716,598728,94208,2623424,2724832, #6:200 OK, #7:01/28/2019 10:30:53 am, #8:01/28/2019 10:31:03 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id1414493878, #3:01/28/2019 10:38:16 am, #4:0.19, #5:7863868,4464160,769948,93048,2629760,2903596, #6:200 OK, #7:01/28/2019 10:38:17 am, #8:01/28/2019 10:38:26 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id525078638, #3:01/28/2019 10:41:46 am, #4:0.41, #5:7863868,4651640,576336,93052,2635892,2716088, #6:200 OK, #7:01/28/2019 10:41:48 am, #8:01/28/2019 10:41:56 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id1670578102, #3:01/28/2019 11:05:33 am, #4:0.11, #5:7863868,4683428,534764,96360,2645676,2681032, #6:200 OK, #7:01/28/2019 11:05:34 am, #8:01/28/2019 11:05:45 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id982592394, #3:01/28/2019 11:11:13 am, #4:0.15, #5:7863868,4667284,548032,93012,2648552,2700508, #6:200 OK, #7:01/28/2019 11:11:14 am, #8:01/28/2019 11:11:24 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id248550107, #3:01/28/2019 11:12:34 am, #4:0.49, #5:7863868,4671640,538632,92132,2653596,2696992, #6:200 OK, #7:01/28/2019 11:12:35 am, #8:01/28/2019 11:12:44 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id2107048398, #3:01/28/2019 11:12:50 am, #4:1.2, #5:7863868,4672308,536104,88044,2655456,2700412, #6:200 OK, #7:01/28/2019 11:12:51 am, #8:01/28/2019 11:13:00 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id658626522, #3:01/28/2019 11:13:21 am, #4:1.02, #5:7863868,4696048,506464,88044,2661356,2676668, #6:200 OK, #7:01/28/2019 11:13:22 am, #8:01/28/2019 11:13:31 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id239728917, #3:01/28/2019 11:13:50 am, #4:1.04, #5:7863868,4697292,499380,87948,2667196,2675528, #6:200 OK, #7:01/28/2019 11:13:51 am, #8:01/28/2019 11:14:00 am
#1:f528764d624db129b32c21fbca0cb8d6, #2:id2077252692, #3:01/28/2019 12:52:58 pm, #4:0.11, #5:7863868,4713900,470808,88036,2679160,2658820, #6:200 OK, #7:01/28/2019 12:53:00 pm, #8:01/28/2019 12:53:08 pm
#1:837ec5754f503cfaaee0929fd48974e7, #2:id6630851247, #3:01/28/2019 01:16:20 pm, #4:0.36, #5:7863868,5059236,154092,104704,2650540,2295804, #6:200 OK, #7:01/28/2019 01:16:21 pm, #8:01/28/2019 01:16:35 pm
#1:837ec5754f503cfaaee0929fd48974e7, #2:id366460103, #3:01/28/2019 01:19:44 pm, #4:0.18, #5:7863868,4994424,270856,99304,2598588,2365892, #6:200 OK, #7:01/28/2019 01:19:45 pm, #8:01/28/2019 01:19:59 pm
#1:837ec5754f503cfaaee0929fd48974e7, #2:id8957332138, #3:01/28/2019 03:18:24 pm, #4:0.59, #5:7863868,5517516,323996,116508,2022356,1824656, #6:200 OK, #7:01/28/2019 03:18:35 pm, 
#1:837ec5754f503cfaaee0929fd48974e7, #2:id8098681353, #3:01/28/2019 03:46:18 pm, #4:0.1, #5:7863868,5633792,483616,126296,1746460,1697212, #6:200 OK, #7:01/28/2019 03:46:19 pm, 
#1:837ec5754f503cfaaee0929fd48974e7, #2:id8969919031, #3:01/28/2019 03:57:19 pm, #4:0.43, #5:7863868,5912600,141464,166768,1809804,1377352, #6:200 OK, #7:01/28/2019 03:57:20 pm, 
#1:837ec5754f503cfaaee0929fd48974e7, #2:id2942455793, #3:01/28/2019 04:32:43 pm, #4:0.78, #5:7863868,6306952,172400,164916,1384516,981800, #6:200 OK, #7:01/28/2019 04:32:47 pm, 
#1:837ec5754f503cfaaee0929fd48974e7, #2:id5392575436, #3:01/28/2019 04:43:05 pm, #4:0.57, #5:7863868,6381500,194652,160280,1287716,910684, #6:200 OK, #7:01/28/2019 04:43:08 pm, 
#1:837ec5754f503cfaaee0929fd48974e7, #2:id3870236824, #3:01/28/2019 05:08:32 pm, #4:0.51, #5:7863868,5309684,1342092,144696,1212092,2000160, #6:200 OK, #7:01/28/2019 05:08:34 pm, #8:01/28/2019 05:26:02 pm
#1:837ec5754f503cfaaee0929fd48974e7, #2:id2228958053, #3:01/28/2019 05:29:36 pm, #4:0.42, #5:7863868,5499480,1004260,136264,1360128,1818972, #6:200 OK, #7:01/28/2019 05:29:37 pm, 
#1:837ec5754f503cfaaee0929fd48974e7, #2:id2433594748, #3:01/28/2019 05:31:47 pm, #4:0.75, #5:7863868,5563084,918916,137584,1381868,1753980, #6:200 OK, #7:01/28/2019 05:31:48 pm, #8:01/28/2019 05:32:03 pm
#1:837ec5754f503cfaaee0929fd48974e7, #2:id4486570094, #3:01/28/2019 05:47:07 pm, #4:0.75, #5:7863868,5745788,676648,145168,1441432,1563488, #6:200 OK, #7:01/28/2019 05:47:09 pm, #8:01/28/2019 05:47:25 pm
#1:837ec5754f503cfaaee0929fd48974e7, #2:id3403166809, #3:01/28/2019 05:48:50 pm, #4:1.04, #5:7863868,5756564,655176,139748,1452128,1558064, #6:200 OK, #7:01/28/2019 05:48:51 pm, #8:01/28/2019 05:49:07 pm
#1:837ec5754f503cfaaee0929fd48974e7, #2:id6905666063, #3:01/28/2019 05:51:01 pm, #4:0.66, #5:7863868,5835824,559312,140496,1468732,1477860, #6:200 OK, #7:01/28/2019 05:51:02 pm, #8:01/28/2019 05:51:16 pm
#1:837ec5754f503cfaaee0929fd48974e7, #2:id4708166556, #3:01/28/2019 05:55:07 pm, #4:0.5, #5:7863868,5857892,505716,138600,1500260,1457712, #6:200 OK, #7:01/28/2019 05:55:09 pm, #8:01/28/2019 05:55:15 pm
#1:837ec5754f503cfaaee0929fd48974e7, #2:id2025574223, #3:01/28/2019 06:02:29 pm, #4:0.3, #5:7863868,5828724,514248,141668,1520896,1483408, #6:200 OK, #7:01/28/2019 06:02:30 pm, #8:01/28/2019 06:02:36 pm
